distance,elapsed_time,highest_elevation,lowest_elevation,moving_time,total_elevation_gain
7331.8,1380,154.4,80.0,1360,88.0
7477.2,1328,171.6,96.2,1296,16.0
7318.2,1408,173.2,97.8,1340,89.0
10492.5,2008,218.8,114.8,1916,70.0
7351.7,1536,180.2,104.4,1472,90.0
10336.2,1952,225.0,121.6,1860,66.0
7371.6,1500,187.4,112.6,1384,89.0
50777.1,11668,142.2,94.6,9316,75.0
51411.5,15148,258.2,87.6,11756,232.0
51291.8,10772,152.8,113.0,9188,75.0
52049.8,9972,162.6,108.8,8920,81.0
28290.0,5972,127.4,102.0,5048,40.0
51702.8,13004,229.0,116.4,9644,486.0
6943.3,3912,131.6,103.4,1432,36.0
12234.5,2484,199.8,92.6,2180,88.0
7337.0,1480,169.0,92.2,1392,90.0
8558.3,1356,206.4,112.2,1300,29.0
7368.3,1360,192.8,116.6,1340,94.0
8522.1,1364,220.6,128.4,1224,29.0
7341.6,1496,185.8,110.4,1376,92.0
12994.9,2212,221.8,115.8,2152,70.0
7369.0,1444,169.6,93.2,1376,91.0
10115.4,1760,239.6,129.2,1672,62.0
7357.6,1420,206.2,131.4,1388,92.0
13185.4,2488,245.0,138.8,2256,95.0
7711.1,1656,185.2,107.4,1508,96.0
10540.6,1856,212.8,105.0,1792,64.0
7382.7,1584,171.8,93.4,1404,94.0
13266.3,2712,202.0,94.0,2396,84.0
7358.2,1536,164.8,88.2,1440,91.0
12669.2,2188,202.8,96.2,2128,63.0
7453.9,1620,154.4,76.4,1412,94.0
8537.0,1444,262.6,168.4,1324,30.0
7371.4,1416,256.2,179.2,1348,91.0
8697.5,1400,248.0,153.8,1360,31.0
7361.0,1384,227.8,150.8,1356,90.0
8543.5,1656,201.4,108.4,1608,33.0
7385.0,1396,170.6,89.6,1324,95.0
8504.7,1304,170.6,74.4,1280,30.0
7362.5,1340,153.4,75.6,1300,92.0
10840.0,1824,170.0,58.2,1768,56.0
7354.8,1412,147.8,70.2,1372,95.0
9931.3,1976,183.6,75.2,1812,64.0
7453.3,1652,146.4,68.2,1504,94.0
8548.8,1336,174.6,77.6,1316,32.0
7432.2,1540,181.2,105.8,1420,89.0
9394.1,2588,237.0,133.2,1748,56.0
7694.0,1760,163.8,86.8,1536,97.0
11370.4,2476,267.9,143.4,1995,132.2
7871.5,23040,126.4,44.4,1776,90.0
10125.2,2004,175.2,68.6,1884,59.0
7627.7,1572,146.8,72.0,1452,91.0
8335.4,2068,172.8,97.6,1792,31.0
7392.3,1432,189.2,112.6,1324,92.0
10033.6,2236,231.0,123.0,1936,65.0
7391.4,1364,196.0,119.0,1364,92.0
11911.9,2620,234.6,126.0,2168,62.0
7387.5,1324,203.2,126.8,1324,94.0
8501.5,1504,232.0,167.2,1448,29.0
7369.9,1420,239.8,165.4,1404,91.0
8569.6,1348,282.4,191.4,1304,29.0
7774.3,1644,264.2,189.6,1496,90.0
9909.6,2076,282.8,175.0,1764,64.0
7409.1,1372,257.4,179.4,1372,91.0
8660.9,1612,242.2,151.2,1324,28.0
7391.4,1412,216.0,141.2,1352,88.0
7416.6,1196,204.4,131.0,1168,16.0
7480.4,1548,184.6,106.8,1428,90.0
8253.3,1628,168.6,90.0,1468,16.0
7379.6,1584,153.6,74.6,1388,94.0
2696.8,2220,87.4,76.0,1288,5.0
7331.3,3260,225.8,146.4,2528,15.0
7513.5,1960,233.6,153.6,1456,92.0
7434.0,1332,232.0,154.8,1224,14.0
7403.1,1344,214.4,135.2,1328,94.0
9568.2,2840,177.0,104.6,1988,35.0
7368.0,1424,173.6,98.0,1340,86.0
10587.5,2152,209.4,103.6,1924,64.0
7346.3,1440,169.6,91.6,1372,91.0
9061.8,1848,159.8,83.2,1740,33.0
7368.7,1512,161.0,83.2,1380,90.0
9608.7,1799,266.3,145.2,1582,72.4
7355.0,1460,144.6,66.2,1336,100.8
9514.3,1792,175.8,70.8,1608,62.0
7308.7,1344,138.2,60.6,1300,90.0
7962.0,1464,129.4,52.8,1384,14.0
7284.9,1528,129.4,55.0,1360,88.0
7367.9,1384,158.4,79.6,1136,17.0
7388.8,1424,167.0,90.6,1320,91.0
9753.6,1700,205.0,98.4,1532,62.0
7368.9,1544,155.0,76.8,1304,91.0
7604.7,1340,161.8,87.0,1204,14.0
7299.6,1540,166.0,87.8,1352,92.0
10285.7,2140,207.2,98.6,1780,60.0
7391.8,1592,177.4,100.4,1372,92.0
45785.5,12932,340.8,81.2,10040,531.0
11146.0,1748,208.6,98.2,1748,66.0
7368.0,1432,176.0,97.6,1344,92.0
7479.8,1504,188.6,110.6,1196,21.0
7367.5,1392,196.6,117.6,1328,94.0
7631.5,1542,236.9,147.9,1269,10.7
7353.0,1332,212.2,132.6,1332,93.0
7425.5,1240,214.0,133.8,1216,18.0
7373.7,1384,226.0,148.8,1356,92.0
7412.6,1184,209.2,130.4,1164,16.0
7344.8,1368,204.8,126.6,1352,92.0
7442.0,1208,168.0,92.8,1208,12.0
7330.6,1388,173.0,98.0,1364,86.0
7952.1,1536,225.8,148.2,1432,25.0
7405.9,1520,240.6,166.4,1392,87.0
8077.5,1600,253.8,181.6,1352,21.0
7382.6,1556,239.8,163.0,1412,89.0
9436.1,1704,264.0,156.6,1556,65.0
7384.9,1504,203.4,123.8,1372,95.0
7994.8,1560,179.0,103.4,1500,30.0
7402.7,1404,150.8,74.2,1352,88.0
37079.5,10793,311.4,148.0,8207,386.9
9669.0,1908,197.4,121.0,1744,46.0
7359.0,1396,207.2,131.6,1360,90.0
7983.4,1496,233.8,159.0,1364,24.0
7523.2,1837,244.4,151.0,1523,149.6
9559.0,1984,224.6,150.6,1712,52.0
7401.0,1296,204.2,128.0,1296,92.0
41761.5,11516,237.6,130.2,8772,389.0
7360.7,1160,175.6,95.6,1160,18.0
7394.7,1408,154.2,74.4,1392,95.0
7359.8,1124,155.4,77.0,1124,16.0
7366.3,1376,181.4,102.0,1376,97.0
7425.1,1176,218.0,140.4,1144,16.0
7340.3,1428,199.8,121.0,1348,93.0
4045.2,1588,119.4,108.4,1084,8.0
7421.4,1172,174.4,94.8,1172,17.0
7352.1,1308,163.8,84.8,1308,92.0
7371.9,1112,185.4,112.2,1080,18.0
7389.0,1392,191.0,112.4,1356,89.0
10040.3,2092,114.4,39.4,1928,49.0
7417.9,1436,96.8,20.4,1368,90.0
9454.2,1853,263.3,141.4,1662,125.1
7321.6,1564,61.8,-12.6,1424,91.0
9732.3,1792,101.0,-8.6,1692,65.0
7329.3,1280,228.7,148.4,1095,0.0
7323.9,1544,231.4,148.4,1398,91.2
7305.0,1150,227.3,148.5,1108,0.0
7404.1,1644,230.3,148.3,1448,90.2
7322.0,1324,230.0,148.4,1113,0.0
7325.6,1591,229.5,148.4,1421,91.2
6052.7,4668,162.6,144.0,1420,17.7
7319.5,1123,227.5,148.4,1123,0.0
7287.8,1402,228.2,148.4,1402,75.5
7285.4,1214,230.1,148.5,1195,0.0
7315.3,1469,228.8,148.4,1391,90.2
7308.9,1130,230.0,148.4,1130,0.0
7354.9,1629,228.4,148.5,1528,81.1
7328.3,1094,229.3,148.4,1059,0.0
7404.9,1614,231.1,148.4,1529,86.4
7297.4,1374,228.2,148.5,1277,0.0
7353.7,1567,229.3,148.5,1406,89.6
6563.3,5647,165.4,144.0,1506,18.4
7386.3,1239,230.0,148.4,1135,10.5
7479.1,1760,230.4,148.3,1466,90.1
7310.3,1245,228.7,148.4,1190,0.0
7417.6,1747,232.0,148.3,1489,102.1
7273.4,1110,228.4,148.4,1035,0.0
7354.2,1660,228.6,148.4,1526,80.3
7314.0,1103,229.7,148.5,1083,0.0
7325.1,1707,228.8,148.4,1649,89.8
7314.1,1153,228.2,148.5,1075,0.0
7348.0,1553,229.2,148.4,1427,80.4
21699.0,6076,265.7,144.0,4046,182.1
5798.8,4292,164.1,145.8,1576,15.1
5111.1,10350,164.0,144.0,1254,18.9
8438.2,1315,248.3,148.6,1315,29.5
7366.0,1528,229.6,148.4,1460,92.0
12287.4,4992,227.3,144.1,2502,36.2
7354.2,1574,232.0,148.4,1535,93.0
9415.5,1783,229.5,148.5,1783,31.5
7331.1,1478,228.5,148.4,1395,76.6
8566.9,1598,228.0,144.0,1395,0.0
7479.0,1579,230.8,148.4,1579,90.6
15678.6,2198,248.7,141.0,2198,44.7
7338.0,1539,231.0,148.3,1539,92.6
18150.8,5706,173.7,129.4,3395,74.6
26388.4,8295,173.7,126.8,4282,84.5
7322.6,1009,229.3,148.4,1009,0.0
7318.0,1530,228.8,148.3,1459,86.4
7279.6,1005,228.3,148.6,989,0.0
7389.7,1480,232.8,148.3,1427,86.6
7304.8,1050,228.7,148.5,1050,0.0
7342.8,1477,231.6,148.4,1393,87.1
7303.9,1077,228.1,148.4,1077,0.0
7417.8,1461,232.5,148.4,1388,99.6
20692.4,5769,266.3,144.1,3770,144.6
6446.2,4230,173.1,147.0,1396,30.7
7294.7,1130,228.2,148.5,1130,0.0
7356.5,1602,228.7,148.3,1434,89.2
7309.3,1043,228.3,148.4,1018,0.0
7329.2,1450,229.3,148.5,1406,90.8
7288.0,1068,229.4,148.5,1028,0.0
7354.1,1513,227.8,148.4,1421,86.2
7318.9,1046,228.0,148.5,1046,0.0
7398.9,1595,232.5,148.4,1465,89.9
8645.3,1563,229.0,144.1,1441,0.0
7377.0,1539,231.7,148.4,1455,91.0
26294.6,11282,173.5,126.7,4292,89.0
7299.2,1106,228.0,148.6,1106,0.0
7327.9,1496,227.5,148.4,1346,88.8
8399.5,1230,247.7,148.5,1230,30.0
7388.0,1439,229.7,148.3,1354,79.9
8405.6,1292,247.9,148.4,1277,28.8
7411.8,1509,230.5,148.2,1509,79.3
8414.7,1273,247.9,148.4,1197,28.9
7340.1,1381,230.9,148.3,1328,90.0
7681.8,1301,227.9,148.5,1268,0.0
7336.2,1547,228.5,148.5,1397,78.6
58929.2,17535,270.3,127.7,9570,531.4
7303.8,1163,227.6,148.4,1086,0.0
7323.4,1534,230.1,148.4,1460,91.7
7682.4,4423,169.4,144.1,1871,17.9
7305.9,1075,228.4,148.5,1052,0.0
7356.8,1539,228.1,148.4,1475,90.3
7321.0,1118,229.4,148.5,1118,0.0
7380.8,1522,232.0,148.4,1445,88.0
12395.3,4570,266.2,148.5,2838,65.3
7394.3,1494,227.8,148.4,1421,90.5
7305.4,1271,228.4,148.5,1193,0.0
7374.4,1484,229.3,148.4,1429,91.3
5238.6,11636,162.9,143.5,1131,18.2
28919.9,5266,173.2,126.9,4590,98.7
6121.7,5164,173.0,145.6,1418,30.8
8456.3,1213,247.8,148.4,1213,28.3
7350.7,1401,229.5,148.4,1348,93.0
8434.4,1285,248.3,148.4,1270,28.7
7344.9,1378,228.8,148.4,1328,79.9
8396.7,1236,247.9,148.4,1219,29.7
7330.1,1378,228.8,148.4,1356,80.5
8443.7,1204,248.1,148.4,1204,29.9
7330.7,1373,228.1,148.4,1267,78.9
9842.5,4641,173.6,144.0,1932,43.2
7324.4,1220,229.0,148.4,1153,0.0
7388.2,1558,228.8,148.5,1437,88.1
7341.2,1170,228.5,148.4,1131,0.0
7390.3,1627,227.4,148.4,1453,85.8
33458.0,8101,156.4,126.3,5845,80.9
7326.0,1268,228.4,148.4,1161,0.0
7361.7,1858,227.5,148.4,1552,84.8
27983.5,6707,173.1,127.0,4707,83.3
6551.5,4991,178.2,144.0,1740,33.9
11313.5,2957,230.3,143.8,2045,0.0
7383.1,1548,231.4,148.2,1358,91.5
5829.2,4545,172.9,146.0,1249,27.6
7314.5,1119,228.6,148.4,1065,0.0
7395.5,1773,231.5,148.1,1454,92.4
7338.0,1068,229.6,148.1,1068,0.0
7390.8,1510,231.6,148.2,1366,92.1
12104.8,3275,231.3,144.0,2444,0.0
7351.7,1573,228.9,148.2,1394,90.1
7477.1,4033,229.0,148.2,1745,0.0
7398.3,1461,231.2,148.1,1351,92.6
55664.9,18278,395.4,143.8,10679,472.8
58747.5,15165,357.6,127.0,11240,327.0
6986.8,7527,173.0,145.7,1607,31.2
22537.5,4762,173.3,128.1,3500,71.6
16322.8,3027,173.5,128.0,2470,40.5
29364.1,9786,173.7,126.8,5371,110.7
21092.2,15532,265.6,144.1,4183,159.2
27139.2,5079,173.4,126.8,4352,70.6
3194.1,1198,161.9,144.0,775,0.0
16351.1,2970,173.5,128.1,2690,48.1
3281.5,2087,155.0,147.5,823,0.0
2490.5,671,162.7,144.1,636,0.0
2463.8,1098,162.8,144.0,694,18.0
7346.2,1485,229.9,148.0,1354,91.1
2450.0,610,162.3,144.1,610,17.8
7323.8,1091,228.0,148.1,1044,0.0
7396.5,1509,231.4,148.1,1478,102.2
7335.0,1286,229.1,148.1,1149,0.0
7334.5,1448,230.0,148.1,1351,90.4
7296.4,1027,228.5,148.2,986,0.0
7372.6,1556,231.5,148.1,1375,91.8
7339.2,1130,228.5,148.1,1088,0.0
7352.3,1433,230.2,148.1,1285,80.2
30375.7,7616,152.9,126.8,5282,63.8
39204.7,10568,307.7,126.9,7377,256.3
8441.0,1287,247.9,148.2,1287,28.7
7343.1,1411,228.5,148.1,1277,89.8
8425.2,1441,247.9,148.2,1300,29.2
7336.9,1378,228.6,148.1,1260,90.0
6495.7,3040,173.2,148.1,1349,26.5
8437.5,1336,248.0,148.3,1294,28.6
10587.6,2271,230.0,144.1,2014,98.3
8675.8,2930,247.9,148.1,1411,30.9
7330.8,1317,230.5,148.1,1284,89.9
8465.7,1355,248.0,148.2,1314,30.3
7348.5,1408,229.0,148.1,1313,89.9
42570.6,16119,173.4,126.8,8929,181.2
42046.4,17031,173.7,126.8,9099,167.6
7346.6,1259,227.3,147.9,1205,0.0
7409.0,1593,229.3,148.1,1512,94.3
7305.6,1118,228.4,148.2,1055,0.0
7353.2,1288,229.4,148.1,1288,90.3
8414.0,1227,247.8,148.1,1201,28.7
7360.4,1669,231.9,148.1,1599,91.6
7333.4,1122,228.1,148.1,1036,0.0
7334.9,1701,229.4,148.1,1503,81.1
7318.2,1233,228.2,148.1,1066,0.0
7357.1,1591,230.8,148.1,1421,92.1
29224.8,6496,173.6,126.8,4933,97.5
6639.7,4097,173.7,148.1,1296,26.1
14866.2,3253,217.4,148.1,2735,76.4
38429.1,6834,198.6,126.8,6038,124.6
8444.0,1336,247.9,148.1,1336,29.2
7393.8,1412,230.5,148.1,1412,81.0
8424.0,1338,247.7,148.1,1290,28.9
7199.3,1339,228.1,148.5,1302,78.3
8419.7,1319,247.7,148.1,1285,29.8
7418.2,1377,230.8,146.9,1337,80.8
8428.3,1297,247.9,148.1,1273,29.0
7318.2,1350,228.7,148.0,1319,79.4
8433.9,1295,248.6,148.1,1265,29.0
7339.5,1534,228.3,148.1,1408,91.1
2488.8,695,162.3,144.0,601,0.0
23647.9,4110,173.4,126.7,4053,98.2
3783.0,984,173.6,144.1,856,11.0
7123.0,1263,227.4,148.2,964,0.0
5222.5,917,187.3,148.1,865,42.4
19989.9,3283,173.6,127.0,3180,57.1
7297.2,1095,228.5,148.2,1053,0.0
7370.2,1488,229.3,148.1,1428,81.0
7432.4,1090,242.5,148.1,1043,0.0
7516.9,1344,227.9,148.5,1344,21.2
7350.1,1809,230.9,148.3,1566,82.0
7333.0,1196,230.1,148.5,1196,0.0
7384.4,1756,231.7,148.5,1551,81.7
7514.3,1728,225.2,148.4,1323,21.4
7265.9,1609,230.2,148.4,1504,81.2
7279.6,1100,226.4,148.5,1100,0.0
7254.1,1598,231.9,148.4,1472,82.3
7393.1,1190,226.2,148.3,1190,0.0
7478.5,1617,228.4,148.4,1568,78.4
7321.2,1226,227.5,148.6,1226,0.0
7512.2,1584,230.6,148.3,1530,81.9
7460.1,1247,229.5,148.4,1247,0.0
7324.6,1614,229.6,148.3,1518,80.1
7292.2,1117,227.1,148.5,1102,0.0
7296.7,1532,231.4,148.5,1505,81.6
7430.6,1111,227.9,148.3,1111,0.0
7325.7,1711,231.9,148.3,1543,82.8
7398.8,1261,227.8,148.4,1246,0.0
7397.9,1563,231.3,148.3,1524,81.8
2720.4,776,162.3,144.1,758,0.0
2814.0,1009,163.0,143.8,837,19.0
7490.7,1162,227.5,148.5,1144,0.0
7432.5,1494,229.7,148.4,1470,80.3
7299.6,1125,227.8,148.5,1125,0.0
7467.8,1510,230.7,148.3,1464,80.8
7307.9,1209,230.8,148.6,1158,10.7
7329.1,1743,232.0,148.1,1662,81.4
7403.2,1130,228.7,148.4,1115,0.0
7492.1,1579,232.0,148.3,1579,82.5
7434.9,1096,229.4,148.3,1096,0.0
7626.8,1646,230.2,148.3,1646,80.0
7405.4,1164,228.9,148.4,1164,0.0
7338.4,1728,229.9,148.5,1671,80.7
7283.2,1392,227.1,148.5,1302,0.0
7401.6,1863,229.8,148.1,1647,81.0
7338.8,1284,228.0,148.4,1227,0.0
7392.4,1616,230.2,148.4,1535,81.4
7296.8,1119,228.2,148.4,1119,0.0
7490.9,1792,246.5,148.4,1777,95.7
2681.9,671,162.2,143.2,671,0.0
2698.5,1171,163.9,144.0,904,19.0
7307.5,1452,228.5,148.5,1404,0.0
7870.4,2230,246.7,148.3,1892,108.8
8259.0,1904,228.1,148.5,1721,22.0
7489.0,1781,246.7,147.9,1694,97.3
8302.7,1727,228.1,145.5,1455,0.0
7450.5,1634,228.3,148.6,1571,78.5
7295.9,1158,228.7,148.5,1158,0.0
7361.5,1241,226.7,148.3,1241,0.0
7326.4,1630,231.0,148.4,1579,81.9
7309.2,1185,228.1,148.5,1170,0.0
7515.8,1689,229.4,148.3,1625,80.1
7602.4,1234,245.8,148.4,1234,0.0
7839.5,1725,247.9,148.4,1680,97.9
7730.8,1330,246.4,148.5,1258,0.0
8253.6,1865,248.8,148.3,1717,109.7
7744.5,1230,247.3,148.4,1212,11.3
7749.4,1713,245.7,148.3,1683,108.2
47429.6,12302,392.5,127.0,9939,414.7
11365.2,3502,221.4,136.0,3244,101.1
18797.4,6527,372.7,145.7,5154,312.8
7276.1,1140,226.6,148.5,1140,0.0
7373.0,1680,226.8,148.6,1680,75.4
7373.0,1559,226.8,148.6,1559,75.4
7276.1,1080,226.6,148.5,1080,0.0
7511.8,1679,226.6,148.5,1679,18.1
7373.0,1620,226.8,148.6,1620,75.4
7373.0,1739,226.8,148.6,1739,75.4
7277.4,1079,226.6,148.5,1079,0.0
7277.4,1139,226.6,148.5,1139,0.0
7373.0,1800,226.8,148.6,1800,75.4
7277.4,1259,226.6,148.5,1259,0.0
7511.8,1620,226.6,148.5,1620,18.1
7511.8,1499,226.6,148.5,1499,18.1
7373.0,1500,226.8,148.6,1500,75.4
7277.4,1140,226.6,148.5,1140,0.0
2469.7,720,164.6,144.5,720,0.0
2468.2,720,164.9,144.4,720,15.3
7277.4,1199,226.6,148.5,1199,0.0
7277.4,1320,226.6,148.5,1320,0.0
5360.7,952,210.7,148.5,952,0.0
2362.9,780,226.8,186.9,780,0.0
7260.8,1260,226.6,148.5,1260,0.0
7372.1,1800,226.8,148.6,1800,75.1
7260.8,1320,226.6,148.5,1320,0.0
7260.8,1379,226.6,148.5,1379,0.0
7372.1,1739,226.8,148.6,1739,75.1
7375.5,2799,226.6,144.8,2799,17.7
7260.8,1079,226.6,148.5,1079,0.0
7372.1,1919,226.8,148.6,1919,75.1
7260.8,1200,226.6,148.5,1200,0.0
7260.8,1140,226.6,148.5,1140,0.0
8837.6,2384,246.6,148.5,2018,10.8
7278.6,1139,226.6,148.5,1139,0.0
7373.0,1920,226.8,148.6,1920,75.4
7449.1,1319,227.2,148.4,1319,0.0
7236.2,1799,226.8,148.6,1799,75.4
10951.7,3814,278.3,136.0,3703,150.4
7373.0,1860,226.8,148.6,1860,75.4
7449.1,1380,227.2,148.4,1380,0.0
7373.0,1979,226.8,148.6,1979,75.4
2465.1,720,163.8,144.3,720,0.0
2703.0,959,164.0,144.0,959,19.0
7449.1,1260,227.2,148.4,1260,0.0
7568.7,1260,227.3,148.3,1260,0.0
7387.5,2040,226.8,148.6,2040,75.7
7881.7,1581,248.2,148.3,1581,0.0
7401.6,2100,226.9,148.5,2100,75.7
8000.0,1513,248.6,148.5,1458,16.8
7303.5,2100,226.7,148.5,2100,74.5
2515.9,660,163.8,144.2,660,0.0
2490.1,840,164.0,144.4,840,16.1
2420.0,719,163.4,144.3,719,0.0
2707.8,631,163.3,142.8,631,0.0
2843.5,2651,163.1,144.0,770,18.1
2669.5,727,164.4,143.9,727,0.0
2738.3,4537,163.2,144.0,724,18.9
11367.7,6628,165.5,142.5,3419,34.2
2715.8,863,162.7,144.0,863,0.0
2960.4,1326,163.1,144.0,867,18.1
2960.8,745,162.5,143.4,745,0.0
2672.2,774,163.4,144.0,618,18.6
3150.3,1101,164.5,144.0,876,0.0
3163.1,1326,163.2,144.0,891,18.8
2833.5,601,161.4,144.1,601,0.0
7443.1,1544,281.4,197.8,1264,39.0
7422.3,1564,267.4,191.2,1528,96.0
9868.0,2064,318.6,202.2,1848,108.0
7506.9,1784,222.6,139.4,1592,100.0
9053.1,2984,157.4,79.6,2760,31.0
7418.1,1692,140.8,61.6,1568,95.0
7428.4,1388,161.4,79.8,1344,48.0
7393.9,1692,127.4,45.0,1572,102.0
7439.3,1340,77.8,-1.8,1276,28.0
7461.0,1692,62.0,-18.2,1632,104.0
7423.3,1428,134.6,44.2,1316,44.0
7449.2,1712,183.0,102.0,1624,103.0
7425.6,1296,148.0,67.2,1220,28.0
7464.0,1708,128.6,47.4,1600,105.0
7415.2,1328,158.2,72.8,1292,27.0
7462.3,1796,179.0,99.0,1660,97.0
7423.5,1280,198.8,116.0,1192,22.0
7460.9,1756,188.4,109.2,1592,99.0
7432.3,1232,169.8,88.4,1196,25.0
7379.5,1764,146.8,67.2,1604,95.0
7422.2,1472,84.8,-2.4,1320,26.0
7411.0,1452,73.0,-11.4,1424,103.0
7422.8,1356,83.2,-3.2,1316,26.0
7487.6,1468,79.2,-6.0,1428,104.0
7440.3,1480,72.8,-12.0,1372,25.0
7437.7,1612,67.2,-14.6,1580,104.0
12861.6,2828,104.8,12.8,2476,52.0
7445.7,1500,168.8,89.4,1440,103.0
7505.2,1632,234.2,148.6,1476,29.0
7408.7,1548,298.8,219.6,1444,102.0
7438.3,1348,175.6,89.6,1268,23.0
7452.6,1664,178.0,98.0,1632,102.0
7417.6,1208,182.6,97.0,1152,34.0
7452.4,1648,151.4,71.0,1628,104.0
7455.4,1400,132.6,46.8,1300,28.0
7456.4,1740,124.8,44.8,1632,103.0
7483.2,1476,121.6,35.6,1332,28.0
7458.0,1836,121.2,39.4,1644,97.0
7455.9,1656,121.2,33.2,1352,28.0
7467.3,1796,160.8,82.0,1600,100.0
7446.1,1720,328.6,240.0,1560,25.0
7434.7,1836,315.2,232.8,1660,103.0
7435.4,1508,330.0,241.4,1396,22.0
7405.0,1804,328.6,248.8,1696,98.0
7460.4,1636,340.6,254.0,1512,22.0
7500.3,1936,327.4,243.8,1792,104.0
7416.0,1628,296.8,212.2,1508,26.0
7405.6,1876,318.0,238.6,1760,95.0
7487.7,1604,380.2,293.6,1536,27.0
7446.4,1864,397.8,316.4,1744,113.0
7430.0,1588,246.6,159.4,1528,26.0
7445.9,1744,261.2,175.0,1656,106.0
7456.1,1932,295.4,207.4,1740,28.0
7450.8,1868,327.2,244.6,1764,98.0
7495.3,1800,287.8,198.4,1544,23.0
7411.5,1868,224.4,139.8,1732,102.0
7491.0,1572,188.4,99.8,1532,21.0
7475.1,1816,181.8,96.0,1660,105.0
8514.7,1744,231.6,127.2,1464,43.0
7464.0,2148,260.6,183.8,1944,88.0
7490.0,1712,278.8,196.2,1492,22.0
7602.1,1868,273.4,194.0,1748,99.0
7484.4,1788,239.2,155.0,1564,27.0
7556.5,2104,248.4,167.4,1848,97.0
7498.9,1788,248.4,162.6,1600,78.2
7413.6,1820,246.2,167.0,1756,121.6
7489.1,1924,345.8,259.6,1756,32.0
7471.4,2324,404.2,325.8,2088,94.0
7464.7,1836,195.0,107.6,1620,22.0
7415.0,1888,204.2,126.6,1788,97.0
7492.3,1804,250.0,161.0,1664,23.0
7451.6,2372,276.4,196.6,2272,96.0
7580.7,3860,281.2,196.2,3256,15.0
7444.4,2052,189.4,102.8,2008,111.0
7497.6,1916,122.0,33.0,1804,21.0
7425.5,2096,126.8,48.4,2032,96.0
44126.3,9512,122.2,44.6,8664,207.0
38080.2,7644,121.6,54.2,6804,133.0
25080.0,5428,51.2,25.6,4604,66.0
7502.8,1416,168.2,74.4,1364,17.0
7555.5,1788,163.0,82.6,1640,103.0
7501.9,1700,135.8,45.8,1340,27.0
7549.0,1696,123.8,40.6,1656,103.0
7475.6,1488,119.6,32.2,1368,27.0
7462.1,1776,115.8,35.2,1712,103.0
8521.2,1608,174.6,67.0,1496,47.0
7504.6,1868,181.0,102.4,1816,106.0
8339.9,1468,176.6,89.8,1380,26.0
7488.0,1592,172.4,90.4,1444,101.0
8380.8,1460,175.6,84.4,1412,29.0
7567.2,1616,184.2,98.0,1480,101.0
11046.9,1872,180.8,91.2,1784,42.0
7431.8,1576,200.0,120.0,1456,97.0
8224.7,1668,229.4,141.4,1600,31.0
7443.6,1568,235.0,152.6,1512,104.0
8370.5,1512,237.0,149.2,1412,28.0
7397.3,1540,251.4,169.8,1408,104.0
7548.2,1320,226.6,140.0,1224,35.0
7477.0,1580,175.6,91.2,1556,109.0
7453.9,1280,147.6,60.4,1208,29.0
7458.0,1668,129.4,48.2,1560,105.0
7447.8,1344,118.4,33.2,1232,24.0
7570.6,1664,130.2,50.8,1560,100.0
7459.9,1256,231.4,148.2,1232,28.0
7534.3,1632,267.0,182.6,1588,81.0
7434.0,1256,257.0,174.4,1184,29.0
7560.1,1736,252.0,170.2,1568,101.0
7439.3,1272,153.8,63.2,1192,27.0
7438.7,1564,113.8,29.6,1528,108.0
7430.0,1304,91.8,0.0,1212,23.0
7464.3,1600,86.2,5.2,1584,104.0
7427.5,1168,135.8,48.2,1136,29.0
7465.0,1676,170.6,91.4,1576,98.0
7444.1,1400,246.6,159.2,1356,28.0
7459.3,1560,291.2,214.2,1532,101.0
7483.0,1296,350.8,277.6,1268,29.0
7451.5,1440,352.6,268.6,1440,106.0
8259.4,1400,164.6,77.8,1400,17.0
7465.8,1644,139.8,59.6,1476,98.0
8346.5,1432,149.8,64.4,1392,17.0
7448.4,1628,165.2,84.6,1500,97.0
8310.9,1460,192.6,107.2,1460,17.0
7481.9,1488,215.4,135.6,1488,95.0
8358.4,1460,237.4,154.2,1440,19.0
7441.3,1520,251.8,172.6,1520,99.0
8363.3,1480,201.0,115.8,1480,17.0
7457.7,1572,220.0,139.0,1524,96.0
6405.7,988,76.0,13.0,988,10.0
7462.9,1628,94.4,16.0,1548,95.0
7454.7,1264,113.6,31.8,1188,15.0
5515.3,1260,103.8,34.6,1176,84.0
7444.9,1296,113.4,32.4,1280,16.0
7462.4,1528,101.2,23.6,1480,95.0
7454.1,1296,143.8,62.8,1196,13.0
7456.8,1624,146.0,65.2,1556,93.0
7455.7,1220,151.4,73.6,1204,16.0
7445.9,1476,154.4,77.2,1476,91.0
7440.6,1308,189.2,109.0,1292,17.0
7454.7,1612,179.4,98.0,1564,97.0
7451.3,1304,168.2,89.2,1244,13.0
7465.4,1528,177.8,101.8,1508,93.0
7443.7,1288,195.6,115.8,1248,17.0
7470.0,1552,196.6,116.2,1532,99.0
7880.4,1456,194.4,115.0,1360,15.0
7466.8,1496,183.4,101.4,1464,96.0
7493.5,1244,188.6,108.8,1244,17.0
7461.0,1552,183.6,105.2,1512,94.0
7461.0,1496,178.6,98.0,1240,15.0
7432.3,1556,190.2,107.6,1460,96.0
7438.3,1268,198.6,121.6,1248,13.0
7453.4,1464,188.6,107.4,1416,91.0
10075.8,1732,213.2,104.6,1664,62.0
7438.9,1472,169.6,91.6,1416,95.0
7441.3,1300,164.6,87.0,1192,15.0
